Feature,Importance
deaths_BRA,0.0232866121167364
t2m_LBR,0.023268496201276707
deaths_ETH,0.0232503500292368
deaths_HKG,0.023205843820942765
damage_AZE,0.023202638645552595
t2m_VEN,0.023201163921313325
affected_IRL,0.023171940198868982
affected_URY,0.023168930715308754
deaths_BFA,0.023061157056452546
damage_LCA,0.02298752989171197
damage_CPV,0.02298577743244353
t2m_STP,0.022907440123370707
deaths_PSE,0.022875993356638313
damage_SDN,0.022875692327481358
deaths_PRK,0.02287473248007939
affected_NLD,0.022872792329272047
deaths_RWA,0.022869553992454238
deaths_SEN,0.022851983646192734
affected_KAZ,0.022827109589555045
t2m_TTO,0.022813003429277882
affected_JPN,0.02277188016338143
affected_MAR,0.02276432235836133
affected_DJI,0.022665219489889542
damage_GHA,0.022662445559120392
damage_DNK,0.02261656402827819
affected_BGR,0.022609438349470042
damage_GRC,0.0226070914929565
damage_TLS,0.022585362386747274
t2m_TCD,0.022583259933816748
affected_SPI,0.022559023267857227
damage_HUN,0.02255870851770524
tp_GAB,0.022529377581510572
t2m_CAF,0.02247402659533271
affected_SLE,0.02247174830239518
affected_LAO,0.02246081809470714
tp_VNM,0.022448593269943373
t2m_COD,0.022445301380704854
affected_TCD,0.02244046439687465
deaths_IDN,0.02239464230781827
deaths_MDA,0.022356740507868393
t2m_BGD,0.02235156053220381
affected_MDA,0.022315976204650024
affected_KOR,0.022275007682713295
deaths_IRN,0.022266460554312896
damage_MEX,0.022166973568463692
damage_ISR,0.022149785616285958
t2m_CIV,0.022088346516490758
deaths_EGY,0.022074301561494057
damage_COM,0.022021292165906786
affected_GRC,0.02200935642889765
tp_JPN,0.022008507016073674
damage_IRQ,0.02200626940181414
affected_LBN,0.02199325197352559
tp_LAO,0.02196369233323356
affected_DOM,0.021951779645905913
deaths_MUS,0.02195083517511253
affected_CYM,0.021924841893966984
affected_GTM,0.021911667650589158
damage_BGR,0.02189026662454254
damage_IRL,0.021871766127595373
affected_MNP,0.02187062392932744
damage_HTI,0.02178773217903464
t2m_LSO,0.021787083801638883
affected_VEN,0.021776307068544224
damage_PRK,0.021767341771610205
t2m_RWA,0.021761589916358733
affected_ROU,0.02175117849208632
deaths_KWT,0.021718862866429996
deaths_LBN,0.021695315363093028
deaths_AUS,0.02168485069380857
deaths_LKA,0.02158510360112276
damage_ROU,0.021568652625781833
damage_ALB,0.021501062036735245
affected_DNK,0.02146339641798904
affected_PSE,0.021435112124023048
t2m_LCA,0.021427646773268905
affected_PRY,0.021388228282216
affected_ZWE,0.02137456897414847
affected_PHL,0.021361980329845695
damage_IDN,0.021335461794229373
deaths_VUT,0.021254386835935404
deaths_AZE,0.021253449362440224
deaths_MEX,0.021236988862112324
damage_CUB,0.021159637486518404
damage_AFG,0.021146427620253986
affected_TON,0.02114349140526933
damage_TJK,0.021134833397110253
affected_MYS,0.021121302338960486
deaths_TUN,0.021119188558403997
affected_MOZ,0.021114749549286466
affected_GMB,0.021105688560002743
deaths_TON,0.02110279630572508
t2m_SLE,0.021088100638671094
affected_PLW,0.020937905237630127
damage_KAZ,0.020889279653505656
damage_UKR,0.020880203014373773
affected_HKG,0.020858070303484872
affected_KGZ,0.020825066039576814
deaths_GIN,0.020798814946507167
affected_SWE,0.020792050310128467
damage_NAM,0.020787881198083807
deaths_MNP,0.020759896035172223
damage_BRN,0.020750931284966974
t2m_MLI,0.02074202762251249
tp_BRA,0.02073087352442677
tp_ARG,0.020715683902307117
deaths_SDN,0.020713453734712714
damage_MDG,0.020622677559605795
affected_PNG,0.020612992554079772
affected_GUF,0.0205931843669166
deaths_JPN,0.020559280138282104
damage_SLV,0.020534693013013527
t2m_CPV,0.02053073111986995
deaths_TCA,0.02051673411284655
tp_KGZ,0.02048976146816617
affected_NIC,0.020458429394578287
affected_GNB,0.020456978138956868
t2m_BDI,0.02044781167526577
deaths_NAM,0.020446153485583887
deaths_PRT,0.02043604175376496
deaths_NPL,0.020363344993108365
affected_GIN,0.020345765778096086
tp_COD,0.020333376761231425
affected_THA,0.020267346572286613
t2m_NAM,0.02026323253584324
affected_REU,0.020231308367540463
t2m_BWA,0.020206187553556007
affected_GLP,0.02018276582493958
deaths_GUF,0.020175817132372438
damage_VIR,0.020155613816153408
deaths_GEO,0.020140373051383373
deaths_UKR,0.02013498273940569
damage_ECU,0.020107222536101324
damage_BDI,0.02009989849589333
t2m_URY,0.02002368069618816
t2m_NIC,0.01999510972398583
t2m_ZAF,0.019979702160467627
tp_ITA,0.019975512169559485
deaths_ISR,0.019929820885529966
deaths_ZMB,0.019912288186142168
deaths_PER,0.019844548683434445
affected_MUS,0.019833008798207104
deaths_GNB,0.019805391053787973
affected_ISR,0.01979433085791715
damage_AGO,0.01977310682357792
damage_SVK,0.019707296991817794
t2m_BOL,0.019703652433654524
affected_FSM,0.0196763119852194
deaths_YEM,0.01964560631650396
affected_RUS,0.01962921877014737
damage_BFA,0.019547490999027455
tp_COG,0.01951386357625217
t2m_FLK,0.01947312813331242
t2m_COM,0.01944692253053456
damage_CHN,0.01941673270749881
t2m_MDG,0.01941278555977578
affected_NOR,0.019411287194985388
tp_MOZ,0.01940221352966504
affected_LBR,0.01936344407932063
deaths_SWZ,0.019332596876192782
affected_TUV,0.019325534245543223
damage_JAM,0.01930177272072002
damage_NOR,0.019296279839661253
tp_IND,0.01925547637214105
deaths_ASM,0.019194557200350654
deaths_FSM,0.019171105978742824
affected_BDI,0.019158683928962538
deaths_COG,0.019133043656915268
affected_MDV,0.01911795619979326
damage_LTU,0.019084807970477628
t2m_GTM,0.019068124783929694
damage_ZWE,0.01906691936871206
t2m_AGO,0.01903398644082561
t2m_PYF,0.01902424737441179
affected_IDN,0.018978243987766458
affected_SVK,0.018963994888357656
t2m_BLZ,0.01896327681145892
damage_MKD,0.018955933414088126
damage_KHM,0.018931790130720015
damage_TUN,0.018912360910850894
damage_KEN,0.01891225450895377
damage_BLR,0.018861201540865645
t2m_NCL,0.018806268206364333
damage_SWZ,0.018803574496117446
affected_LUX,0.018799524783566522
damage_CAF,0.018774927541441867
affected_BRB,0.018745126931042286
t2m_TZA,0.018728172564882073
tp_ZAF,0.018696155111444977
affected_MDG,0.018694429340844095
damage_SOM,0.01865336743340822
tp_CZE,0.018648012684429203
affected_NAM,0.018625866676102137
affected_IND,0.01853438270524751
affected_MNG,0.018507347815594172
affected_FRA,0.018489228619494952
deaths_PNG,0.018453557036051393
affected_COG,0.018413756833200734
deaths_VNM,0.018382513212902924
affected_SOM,0.01837450290482333
tp_AGO,0.018307914604028086
damage_PNG,0.01829934045654591
deaths_PAN,0.01829236842224671
deaths_TTO,0.018277567217077195
deaths_SPI,0.01826990738664796
t2m_ZWE,0.018227272090221756
affected_AZO,0.018219156309945528
t2m_TLS,0.01819434125988359
affected_UKR,0.01819133478108941
deaths_COL,0.018109717425755244
affected_KHM,0.01805822577432154
affected_CIV,0.018033569552179936
damage_TWN,0.017990203371789484
deaths_BEN,0.017969491098433734
t2m_BEL,0.017952815458373732
damage_BWA,0.017949823198830168
damage_MWI,0.01794141515012565
t2m_UGA,0.017898306640378708
t2m_NER,0.017840362421343903
damage_KOR,0.017837131314719135
damage_REU,0.0178370233228419
affected_RWA,0.017821444878056536
damage_SYC,0.01777504762810411
affected_COL,0.017752665669704865
damage_COG,0.017736126422226148
affected_CPV,0.017703754797097158
deaths_LBR,0.017656372441520535
affected_SAU,0.017649742651444707
damage_NER,0.0176479388381105
affected_SYC,0.017569363783416437
deaths_SYR,0.017546917879073396
t2m_LUX,0.017534138569820404
deaths_VCT,0.017533442822279685
t2m_KEN,0.01750158406135653
deaths_LIE,0.017490038929207488
tp_ZMB,0.017414259519948943
damage_SLB,0.017363748308882238
affected_TUR,0.01735708261856365
damage_RUS,0.017354194271376015
tp_ESP,0.017323976006280124
affected_MTQ,0.017286677955273198
affected_MLI,0.017283020632718752
affected_TKL,0.01727357314833628
affected_FIN,0.01724511132241074
t2m_NZL,0.017229555593500985
damage_KGZ,0.01722208031144277
affected_BLZ,0.01719526423861578
affected_KIR,0.017176102319079727
deaths_HTI,0.017170301325054746
affected_COK,0.017153501972383214
deaths_ZWE,0.017139665109494544
affected_SLB,0.017130154956627744
affected_MEX,0.017081433336398638
t2m_PER,0.017069258947884886
affected_DEU,0.01696026608901792
deaths_KAZ,0.016943448724932277
affected_WLF,0.016933106069046317
deaths_PYF,0.016895635852082813
damage_ARM,0.01687780499118149
affected_PER,0.016873883862021082
deaths_CAF,0.016834518212735915
affected_GRD,0.01681525675675791
deaths_BDI,0.01672778962387417
t2m_IND,0.016688657650606502
deaths_CAN,0.01663528500582784
t2m_HND,0.01660873822512131
t2m_PSE,0.01652654578105419
affected_ECU,0.016374420538796168
t2m_DJI,0.01632019463415685
damage_ARG,0.016305937124572827
damage_GTM,0.01625184890288059
deaths_ARE,0.0162310097322654
affected_HTI,0.01621842054839403
affected_JAM,0.01619188954768303
deaths_GMB,0.016184555636979396
t2m_MWI,0.016131122178948205
t2m_GUY,0.016100175329332604
deaths_CIV,0.016075095504219948
damage_SAU,0.01607229963842872
affected_SSD,0.0160102056045681
affected_ITA,0.015897265773659217
damage_MOZ,0.01587627381163036
t2m_NLD,0.01586921879792099
t2m_MRT,0.01581124249075763
affected_LCA,0.01576432282794107
deaths_COD,0.015761537083412606
deaths_MOZ,0.015703092292996344
t2m_SUR,0.015649773403134684
affected_GUY,0.015638935217415294
t2m_GBR,0.015602804797075867
damage_COD,0.015593141210482194
deaths_DOM,0.015546142647592819
affected_ARM,0.01549327382814739
t2m_ISR,0.015489369555061402
deaths_VIR,0.015484162453362944
deaths_MDG,0.015456722365210064
deaths_JOR,0.0154104067051822
deaths_MKD,0.015393129865390256
affected_SRB,0.015386635531540422
deaths_GTM,0.01537715886662616
damage_BGD,0.015362047312045242
t2m_FJI,0.01535878154193942
affected_TUN,0.015351141150949986
deaths_SOM,0.015311463749071726
affected_YEM,0.015264312936602971
affected_GNQ,0.01525090411863883
t2m_ISL,0.01523990501509853
t2m_LBN,0.015202784444474678
affected_CZE,0.015195704137077793
affected_MWI,0.015160486229974218
affected_ETH,0.01513535226457311
deaths_CHN,0.015102072155082802
damage_CMR,0.015090172138756108
affected_BEN,0.015022789966114886
deaths_SLV,0.01499131577508872
damage_NPL,0.014959273611654365
t2m_BRA,0.014905114442299484
t2m_ARG,0.014890662693579942
affected_MMR,0.01486229973293545
damage_MAR,0.014834819424826156
affected_HND,0.014816847675038243
affected_CHN,0.014780762761984062
damage_AUS,0.014484410785470444
damage_COL,0.01446415402801642
damage_MNG,0.01431903179519929
t2m_IRL,0.014310443127321468
t2m_KGZ,0.014294323537292724
damage_URY,0.014210821091915711
t2m_ZMB,0.014173012457994448
affected_NGA,0.014139695772791784
deaths_TCD,0.014113656031820349
damage_ITA,0.014094302404565164
t2m_YEM,0.014057364854133574
damage_ZAF,0.014031295450955071
t2m_JOR,0.013968044179293398
damage_SVN,0.013936803794217871
affected_AUS,0.013927530626338828
t2m_PRI,0.013916140625592995
affected_NER,0.0139089928487216
damage_ESP,0.01384494762123808
deaths_PHL,0.013824419815071232
affected_MRT,0.013800150093141611
damage_TCD,0.013777576562909408
t2m_BHS,0.013730552367042351
affected_IRQ,0.013660803097662206
damage_CYP,0.013636977319012403
affected_COM,0.013627133558017113
deaths_FRA,0.013611716236232191
deaths_KOR,0.013605109067613353
damage_PHL,0.01360139454691506
deaths_SUR,0.013575525378865617
affected_VNM,0.013564335217384933
affected_BHS,0.013558323747210256
affected_SHN,0.013546152549079237
deaths_GAB,0.013544087949683828
affected_TCA,0.013529887142941302
tp_FJI,0.013466558404978913
deaths_UGA,0.013465977531421971
t2m_ESH,0.013446423762457525
deaths_NER,0.013420032844886586
damage_NIC,0.013407751373037074
t2m_MOZ,0.013348316933219175
deaths_PAK,0.013344587073807807
affected_AGO,0.0133428863339612
damage_MYS,0.013290837464611018
t2m_MDA,0.013245309667817121
affected_GAB,0.01323013444451098
deaths_GBR,0.013177615793036602
damage_CAN,0.013112195168448228
affected_PRT,0.013083446338787491
t2m_BLR,0.013058802560492166
t2m_SRB,0.013037309160861321
t2m_PAK,0.013031096313034037
damage_THA,0.013008279394861122
deaths_ZAF,0.013000282733988263
damage_EGY,0.01294120990588079
affected_GHA,0.012898320605815541
t2m_HTI,0.012852055994700866
t2m_EGY,0.012830554339460544
t2m_CYP,0.012828605516194755
deaths_MYS,0.012820944823246468
deaths_TGO,0.01278249511224272
t2m_TWN,0.012781844870616186
t2m_ROU,0.01273441018782773
deaths_LUX,0.012616361516484806
t2m_TJK,0.012581525595829372
t2m_LVA,0.012541431023100865
affected_NPL,0.012518719434934098
affected_ESP,0.012513595364923594
deaths_BLZ,0.0124512096602229
damage_TUR,0.012447427889626515
t2m_UZB,0.012438940955068204
t2m_HUN,0.012421645947353375
damage_MUS,0.012340302682832567
t2m_CUB,0.01230004508312446
damage_IRN,0.012237963542960079
t2m_LTU,0.012236324143706618
affected_TTO,0.012225213898558891
affected_SVN,0.012199702405855571
t2m_BGR,0.01214136046493125
t2m_DOM,0.012131929612436327
t2m_EST,0.01210027710981338
t2m_OMN,0.012097270711820598
deaths_LCA,0.011949859486642003
affected_IRN,0.011882646862827702
t2m_TKM,0.011763700463025033
affected_ZMB,0.011754771868677117
damage_BTN,0.011681971859667665
deaths_CHE,0.011619785545492194
damage_ZMB,0.011588115841313919
t2m_CHL,0.011581895054501128
deaths_BHS,0.011571490742836482
deaths_BLR,0.011541595388875621
t2m_SVK,0.011493924536788675
t2m_MKD,0.011482694205679135
affected_BLR,0.011462741144616838
affected_EGY,0.011425625874081937
damage_HND,0.011362371762465552
affected_AUT,0.011359633226487472
t2m_SVN,0.011358034427168439
t2m_BIH,0.011354315613843539
damage_AUT,0.011351809946559058
t2m_AFG,0.011351420203356352
deaths_HND,0.01133649239658232
t2m_NPL,0.011323200154550074
t2m_UKR,0.01131545341833803
t2m_DEU,0.011279388392485027
damage_PAK,0.011272982562750486
affected_SDN,0.01124510806420866
deaths_NIC,0.011234191819407173
affected_CUB,0.01123000920120332
affected_TGO,0.011112387567751947
affected_TJK,0.011099436804092335
affected_CAF,0.011089985259426628
deaths_MMR,0.011089779411261894
deaths_CPV,0.011074115622221424
deaths_TWN,0.011040845473628522
damage_BRB,0.010987313791533872
t2m_JAM,0.01095658238286473
affected_COD,0.010955412729186365
damage_MTQ,0.010938722885728875
tp_CHN,0.01091607638888187
deaths_COM,0.010831578618318946
t2m_SYR,0.010795961659393723
t2m_AUT,0.010789642683678331
deaths_VEN,0.010667713247770794
affected_TWN,0.010578017197235539
t2m_LBY,0.010561262183801828
deaths_GLP,0.010519322173753589
damage_FRA,0.010504740216030031
damage_VEN,0.010487014010032065
affected_FJI,0.010482175720620017
affected_CAN,0.010462944971521086
t2m_FRA,0.01038798076135264
t2m_HRV,0.010385921144847458
deaths_SLB,0.010381202202841871
damage_TCA,0.010373655984470155
t2m_MNE,0.010364422343419711
affected_BEL,0.010306296159037451
t2m_ALB,0.01028431071122028
t2m_FIN,0.010269016223399522
affected_CMR,0.010252352611940836
damage_BHS,0.010242280392828542
t2m_PRT,0.01023765415612905
deaths_GRD,0.010225027578402978
deaths_ESP,0.01021140387629688
affected_TLS,0.010188271668564841
damage_GRD,0.010167793843063344
deaths_TLS,0.010142972440692266
damage_GEO,0.01011786862634416
t2m_POL,0.010107850231069837
deaths_IRL,0.010048964710647994
affected_PAK,0.010041347889596288
damage_GUY,0.009995303339906522
t2m_CHE,0.0099222960315976
t2m_MAR,0.009912948066308479
t2m_KAZ,0.009901424425450974
damage_TTO,0.009853563254737187
t2m_DNK,0.009839555130872944
affected_SUR,0.009838140043874113
deaths_FJI,0.009831692767082964
t2m_MNG,0.009786502008416747
damage_SLE,0.009751169975584815
t2m_ESP,0.009746294557729398
deaths_LVA,0.009743388325180515
deaths_MTQ,0.00966961805116108
t2m_CZE,0.009652378746771762
deaths_HUN,0.009612110299985778
t2m_ARM,0.00959445984342264
t2m_GRC,0.009564292703277667
deaths_SLE,0.00953745752043192
damage_NGA,0.00951231484298468
deaths_SWE,0.009505999163680126
damage_GUM,0.009491713390917594
t2m_SWE,0.009486243574962574
t2m_CHN,0.00947776713086176
affected_VCT,0.009421318718921741
affected_PYF,0.009418024291355688
deaths_THA,0.009412656648950654
t2m_NOR,0.009393375264076124
t2m_KOR,0.009338926569652345
deaths_MLI,0.00933127303126272
deaths_DEU,0.009304954144337817
t2m_BTN,0.009297312425040498
deaths_GUY,0.009284407599059932
t2m_GEO,0.00922540577748821
deaths_ATG,0.009082245818985308
deaths_OMN,0.00907230119592599
damage_PYF,0.009014752231783626
affected_ASM,0.008966686275046936
damage_POL,0.008962077137689806
affected_GEO,0.008960003034142327
affected_UZB,0.008945117646261349
damage_BEL,0.0089006654655137
deaths_GUM,0.008712894214025817
deaths_CHL,0.008690474991319471
damage_UZB,0.008600711483161716
affected_JOR,0.00859103047403582
t2m_AZE,0.008590663270468084
deaths_SVN,0.008579323371934401
damage_VCT,0.00857774076712982
deaths_REU,0.008544151246520859
t2m_IRN,0.008530358739105157
deaths_BMU,0.008448707301403903
damage_BMU,0.008448707301403863
affected_OMN,0.00843126976164452
t2m_GRL,0.008416986050422608
